,Cargo Name,Cargo ID,Cargo Weight,Transport Distance,Hour,Minutes,Ferry?,Ferry Length,Ferry Cost,Origin City,Origin City ID,Origin Country,Origin Company,Origin Company ID,Destination City,Destination City ID,Destination Country,Destiantion Company,Destination Company ID,Transport Type,Trailer Type,High Value Cargo,Heavy Cargo,Fragile Cargo,ADR Cargo,ADR Class & Type,Special Transport,Price Per KM,Price
666,Floor Pannels,59,21,281,4,0,No,0,0,Luxembourg,56,Luxembourg,LKW,,Lille,,France,Tradeaux,,Normal,Low bed,No,No,No,No,Nil,No,25,7624
430,Asphalt Miller- AM0880,97,44,319,5,24,No,0,0,Luxembourg,56,Luxembourg,Sand Builders,,Duisburg,,Germany,LKW,,Very Urgent,Low bed,Yes,Yes,No,No,Nil,No,48.47,16061
156,Cut Flowers,106,1,977,14,27,No,0,0,Luxembourg,56,Luxembourg,LKW,,Garz,,Austria,LKW,,Normal,Refrigerated,No,No,No,No,Nil,No,32.82,32666
419,Beverages,148,23,435,7,46,No,0,0,Luxembourg,56,Luxembourg,LKW,,Kassel,,Germany,Tradeaux,,Very Urgent,Tank,No,No,Yes,No,Nil,No,36.52,16487
625,High-Tech Device,174,45,145,2,40,No,0,0,Luxembourg,56,Luxembourg,Government,,Liege,,Belgium,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,58.14,9039
626,Boiler Part,176,45,145,2,40,No,0,0,Luxembourg,56,Luxembourg,Government,,Liege,,Belgium,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,58.14,9039
436,Concrete Beams,183,17,835,12,23,No,0,0,Luxembourg,56,Luxembourg,ITCC,,Linz,,Austria,RTLOG,,Normal,Flatbeds,No,No,No,No,Nil,No,18.36,15927
23,Radiators,20,9,1273,16,34,No,0,0,Verona,93,Italy,Posped,,Warsaw,,Poland,Stokes,,Urgent,Curtainsiders,No,No,No,No,Nil,No,42.48,54674
467,Used Plastics,35,9,616,9,1,No,0,0,Verona,93,Italy,Posped,,Linz,,Austria,Posped,,Urgent,Curtainsiders,No,No,No,No,Nil,No,23.3,14953
545,Used Plastics,35,9,548,8,7,No,0,0,Verona,93,Italy,Kaarfor,,Garz,,Austria,RTLOG,,Normal,Curtainsiders,No,No,No,No,Nil,No,20.37,11761
616,Used Plastics,35,7,480,7,6,No,0,0,Verona,93,Italy,Kaarfor,,klagenfurt,,Austria,Tradeaux,,Normal,Container Chassis,No,No,No,No,Nil,No,18.47,9465
64,Apples,51,20,1297,19,4,No,0,0,Verona,93,Italy,Euro Acers,,Warsaw,,Poland,Stokes,,Urgent,Curtainsiders,No,No,No,No,Nil,No,34.42,45238
216,Plums,58,16,782,11,36,No,0,0,Verona,93,Italy,Euro Acers,,Dijon,,France,Euro Goodies,,Very Urgent,Refrigerated,No,No,No,No,Nil,No,34.77,27792
163,Rice,109,22,949,13,45,No,0,0,Verona,93,Italy,Posped,,Ostrava,,Czech Republic,Transinet,,Urgent,Curtainsiders,No,No,No,No,Nil,No,33.41,32306
24,Concrete Stairs,21,19,2101,30,1,Yes,60,300,Warsaw,95,Poland,Posped,,Carlisle,,England,Posped,,Very Urgent,Low bed,No,No,No,No,Nil,No,25.11,53663
50,Rock Bucket Volvo SPN PT SEG,40,3,1279,19,43,No,0,0,Warsaw,95,Poland,Sand Builders,,Metz,,France,Posped,,Urgent,Low bed,Yes,No,No,No,Nil,No,36.14,46827
278,Excavator Volvo EW240E MH,45,26,598,9,42,No,0,0,Warsaw,95,Poland,Stokes,,Debrecen,,Hungary,Transinet,,Normal,Low bed,Yes,Yes,No,No,Nil,No,38.65,23711
227,Roofing Felt,52,19,756,11,13,No,0,0,Warsaw,95,Poland,Trameri,,Linz,,Austria,RTLOG,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,34.77,26887
549,Used Packaging,63,20,420,6,57,No,0,0,Warsaw,95,Poland,Trameri,,Kosice,,Slovakia,LKW,,Urgent,Curtainsiders,No,No,No,No,Nil,No,26.35,11669
662,Soy Milk,101,21,249,3,46,No,0,0,Warsaw,95,Poland,Posped,,Katowice,,Poland,Posped,,Urgent,Curtainsiders,No,No,No,No,Nil,No,28.45,7684
452,Huge Tiers,158,20,284,4,21,No,0,0,Warsaw,95,Poland,Government,,Katowice,,Poland,Government,,Normal,Low bed,Yes,No,No,No,Nil,Yes,52.29,15467
394,High-Tech Device,174,45,284,4,21,No,0,0,Warsaw,95,Poland,Government,,Katowice,,Poland,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,59.77,17593
26,Chicken Meat,22,17,1742,24,50,No,0,0,Szeged,88,Hungary,Euro Acers,,Calasis,,France,LKW,,Normal,Curtainsiders,No,No,No,No,Nil,No,30.39,53553
33,Electronics,29,8,1123,16,11,No,0,0,Szeged,88,Hungary,LKW,,Madeburg,,Germany,Sell Plan,,Very Urgent,Curtainsiders,No,No,Yes,No,Nil,No,46.24,52530
316,Roofing Felt,52,19,616,8,53,No,0,0,Szeged,88,Hungary,Posped,,Linz,,Austria,Posped,,Urgent,Curtainsiders,No,No,No,No,Nil,No,32.63,20697
260,Empty Pallets,53,22,800,12,32,No,0,0,Szeged,88,Hungary,Trameri,,Warsaw,,Poland,Stokes,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,30.21,24766
67,Olives,54,18,1368,19,49,No,0,0,Szeged,88,Hungary,LKW,,Duisburg,,Germany,LKW,,Normal,Curtainsiders,No,No,No,No,Nil,No,31.72,43989
91,Potted Flowers,73,3,901,13,8,No,0,0,Szeged,88,Hungary,Posped,,Nurmeberg,,Germany,Stokes,,Very Urgent,Refrigerated,No,No,Yes,No,Nil,No,44.37,40578
438,Maple Syrup,80,17,542,8,29,No,0,0,Szeged,88,Hungary,LKW,,klagenfurt,,Austria,Tradeaux,,Normal,Container Chassis,No,No,No,No,Nil,No,28.18,15874
462,Industrial Condenser,119,60,229,4,13,No,0,0,Szeged,88,Hungary,Government,,Debrecen,,Hungary,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,63,15058
537,Plastic Flim Rolls,124,18,426,6,17,No,0,0,Szeged,88,Hungary,Trameri,,Vienna,,Italy,Stokes,,Urgent,Curtainsiders,No,No,No,No,Nil,No,27.41,12276
312,Straw Bales,159,15,771,11,2,No,0,0,Szeged,88,Hungary,Posped,,Dresden,,Germany,Transinet,,Normal,Flatbeds,No,No,No,No,Nil,No,26.33,20902
681,Scrap Metals,177,21,728,40,34,No,0,0,Szeged,88,Hungary,Trameri,,Lodz,,Poland,Posped,,Normal,Bulk Carriers,No,No,No,No,Nil,No,8.88,7065
505,Gaint Silo,194,40,229,4,13,No,0,0,Szeged,88,Hungary,Government,,Debrecen,,Hungary,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,55.73,13390
624,Coconut Oil,213,21,326,4,55,No,0,0,Szeged,88,Hungary,LKW,,B.Bystrica,,Slovakia,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,26.11,9112
142,Chicken Meat,22,17,1119,16,16,Yes,60,300,Plymouth,75,England,Euro Acers,,Frankfurt,,Germany,Tradeaux,,Normal,Refrigerated,No,No,No,No,Nil,No,29.54,33954
224,Electronics,29,8,630,8,11,No,0,0,Plymouth,75,England,Trameri,,Carlisle,,England,Posped,,Urgent,Curtainsiders,No,No,Yes,No,Nil,No,41.9,26999
60,Truck Batteries,48,14,1429,20,50,Yes,60,300,Plymouth,75,England,Stokes,,Rostock,,Germany,Tradeaux,,Very Urgent,Container Chassis,No,No,No,No,Nil,No,31.31,45635
206,Ventilation Shaft,55,4,790,11,22,Yes,60,300,Plymouth,75,England,Stokes,,Luxembourg,,Luxembourg,ITCC,,Urgent,Flatbeds,No,No,No,No,Nil,No,35.15,28666
116,Potatoes,86,22,1051,15,21,Yes,60,300,Plymouth,75,England,Euro Acers,,Osnabruck,,Germany,Euro Goodies,,Urgent,Curtainsiders,No,No,No,No,Nil,No,33.47,36074
179,Industrial Condenser,119,60,456,6,20,No,0,0,Plymouth,75,England,Government,,Dover,,England,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,66.51,30948
406,Caviar,128,14,463,8,10,Yes,49,384,Plymouth,75,England,Euro Goodies,,Calasis,,France,LKW,,Very Urgent,Refrigerated,No,No,No,No,Nil,No,34.89,17137
256,Excavator Bucket,136,25,456,6,20,No,0,0,Plymouth,75,England,Government,,Dover,,England,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,53.72,25112
348,Metal Cans,150,4,646,9,54,Yes,60,300,Plymouth,75,England,Stokes,,Brussels,,Belgium,Transinet,,Urgent,Curtainsiders,No,No,No,No,Nil,No,29.05,19665
475,Milk,160,20,476,6,13,No,0,0,Plymouth,75,England,Euro Goodies,,Cambridge,,England,Kaarfor,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.84,14804
450,Chicken Meat,22,17,495,7,20,No,0,0,Wroclaw,96,Poland,Euro Acers,,Erfurt,,Germany,Euro Goodies,,Urgent,Refrigerated,No,No,No,No,Nil,No,30.04,15471
246,Dry milk,36,18,847,12,25,No,0,0,Wroclaw,96,Poland,Euro Acers,,Dusseldorf,,Germany,Stokes,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.51,25594
146,Roof Tiles,64,20,928,14,3,No,0,0,Wroclaw,96,Poland,Trameri,,Amsterdam,,Netherlands,LKW,,Very Urgent,Low bed,No,No,No,No,Nil,No,35.61,33644
486,Large Tubes,100,22,426,6,38,No,0,0,Wroclaw,96,Poland,Stein Brunch,,Linz,,Austria,Posped,,Urgent,Flatbeds,No,No,No,No,Nil,No,32.03,14149
671,Pesto,193,18,218,3,47,No,0,0,Wroclaw,96,Poland,Euro Goodies,,Lodz,,Poland,Euro Goodies,,Urgent,Curtainsiders,No,No,No,No,Nil,No,31.33,7430
732,Gravel,202,21,209,3,59,No,0,0,Wroclaw,96,Poland,Stein Brunch,,Poznan,,Poland,Stokes,,Normal,Bulk Carriers,No,No,No,No,Nil,No,13.11,3340
27,Crawl Tractor,23,13,1303,19,1,Yes,60,300,Numberg,65,Germany,Euro Acers,,Grimsby,,England,Tradeaux,,Normal,Low bed,Yes,No,No,No,Nil,No,40.17,53239
112,Crawl Tractor,23,13,920,14,9,No,0,0,Linz,51,Austria,RTLOG,,Olsztyn,,Poland,Treeet,,Normal,Low bed,Yes,No,No,No,Nil,No,39.19,36951
364,Train Undercarriage,25,20,422,6,12,No,0,0,Linz,51,Austria,ITCC,,B.Bystrica,,Slovakia,Posped,,Normal,Flatbeds,Yes,No,No,No,Nil,No,43.73,19052
636,Apples,51,9,595,8,49,No,0,0,Linz,51,Austria,Posped,,Krakow,,Poland,Tradeaux,,Normal,Container Chassis,No,No,No,No,Nil,No,13.37,8553
592,Nuts,62,18,359,5,18,No,0,0,Linz,51,Austria,Posped,,Innsbruck,,Austria,RTLOG,,Normal,Curtainsiders,No,No,No,No,Nil,No,25.57,10496
335,Carrots,77,16,662,9,38,No,0,0,Linz,51,Austria,RTLOG,,Debrecen,,Hungary,Euro Goodies,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.31,20004
591,Copper Roof Gutters,87,8,331,5,8,No,0,0,Linz,51,Austria,Dom Keps,,Prague,,Czech Republic,Tradeaux,,Urgent,Curtainsiders,No,No,No,No,Nil,No,30.07,10552
171,Mobile Crane - UTM SD-833,113,36,600,5,47,No,0,0,Linz,51,Austria,ITCC,,Verona,,Italy,Posped,,Very Urgent,Low bed,Yes,Yes,No,No,Nil,No,51.58,31547
346,Plastic Pipes,123,12,873,12,52,No,0,0,Linz,51,Austria,Dom Keps,,Rostock,,Germany,Tradeaux,,Very Urgent,Flatbeds,No,No,No,No,Nil,No,21.9,19721
225,Scaffolding,130,21,924,14,27,No,0,0,Linz,51,Austria,Dom Keps,,Gdansk,,Poland,Sand Builders,,Normal,Curtainsiders,No,No,No,No,Nil,No,28.56,26985
282,Cement,146,21,1364,19,56,Yes,60,300,Linz,51,Austria,ITCC,,Southampton,,England,Transinet,,Normal,Silo,No,No,No,No,Nil,No,16.49,23391
383,Massive Tech Part,156,44,271,4,12,No,0,0,Linz,51,Austria,Government,,Brno,,Czech Republic,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,64.75,18148
415,High-Tech Device,174,45,271,4,12,No,0,0,Linz,51,Austria,Government,,Brno,,Czech Republic,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,59.77,16799
699,Scrap Metals,177,21,622,10,20,No,0,0,Linz,51,Austria,ITCC,,Poznan,,Poland,Stokes,,Normal,Bulk Carriers,No,No,No,No,Nil,No,8.88,6123
593,Concrete Centering,208,18,452,6,39,No,0,0,Linz,51,Austria,ITCC,,Stuttgart,,Germany,LKW,,Very Urgent,Flatbeds,No,No,No,No,Nil,No,21.89,10496
117,Crawl Tractor,23,13,793,11,42,Yes,60,300,Dortmund,22,Germany,Treeet,,Felixstowe,,England,Tradeaux,,Very Urgent,Low bed,Yes,No,No,No,Nil,No,44.09,35866
441,Used Plastics,35,15,461,6,59,No,0,0,Dortmund,22,Germany,Kaarfor,,kiel,,Germany,Stokes,,Normal,Articulated Trailer,No,No,No,No,Nil,No,32.71,15680
397,Tractors,41,11,362,5,26,No,0,0,Dortmund,22,Germany,Treeet,,Brussels,,Belgium,Transinet,,Urgent,Low bed,No,No,No,No,Nil,No,46.73,17518
245,Empty Pallets,53,22,957,15,16,No,0,0,Dortmund,22,Germany,Treeet,,Gdansk,,Poland,LKW,,Normal,Curtainsiders,No,No,No,No,Nil,No,26.33,25796
735,Sawdust Pannels,91,15,133,2,14,No,0,0,Dortmund,22,Germany,Treeet,,Osnabruck,,Germany,Euro Acers,,Normal,Articulated Trailer,No,No,No,No,Nil,No,19.86,3241
253,Haul Truck Chassis,132,55,369,6,51,No,0,0,Dortmund,22,Germany,Government,,Hanover,,Germany,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,66.5,25193
323,Excavator Bucket,136,25,369,0,0,No,0,0,Dortmund,22,Germany,Government,,Hanover,,Germany,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,53.72,20464
709,Milk,160,23,128,2,7,No,0,0,Dortmund,22,Germany,transinet,,Osnabruck,,Germany,Transinet,,Urgent,Tank,No,No,No,No,Nil,No,36.53,5276
702,Scrap Metals,177,21,570,8,33,No,0,0,Dortmund,22,Germany,transinet,,Zurich,,Switzerland,Stokes,,Normal,Bulk Carriers,No,No,No,No,Nil,No,8.88,5662
689,Coal,204,21,403,6,12,No,0,0,Dortmund,22,Germany,Stein Brunch,,Rotterdam,,Netherlands,Posped,,Very Urgent,Bulk Carriers,No,No,No,No,Nil,No,15.34,6784
713,Sand,210,23,228,3,44,No,0,0,Dortmund,22,Germany,Stein Brunch,,Liege,,Austria,ITCC,,Very Urgent,Bulk Carriers,No,No,No,No,Nil,No,19.38,5018
372,Crawl Tractor,23,13,418,6,38,No,0,0,Poznan,76,Poland,Treeet,,Krakow,,Poland,Tradeaux,,Very Urgent,Low bed,Yes,No,No,No,Nil,No,43.11,19620
554,Used Plastics,35,7,577,8,59,No,0,0,Poznan,76,Poland,Kaarfor,,kiel,,Germany,Stokes,,Normal,Container Chassis,No,No,No,No,Nil,No,19.05,11593
56,Excavator Volvo EW240E MH,45,26,966,12,23,No,0,0,Poznan,76,Poland,Treeet,,Luxembourg,,Luxembourg,Sand Builders,,Very Urgent,Low bed,Yes,Yes,No,No,Nil,No,45.6,46021
515,Flour,49,20,358,6,8,No,0,0,Poznan,76,Poland,Stokes,,Lublin,,Poland,Posped,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,33.93,13088
62,Beef,50,21,1371,20,0,No,0,0,Poznan,76,Poland,Stokes,,Lyon,,France,Tradeaux,,Urgent,Refrigerated,No,No,No,No,Nil,No,32.76,45510
536,Empty Pallets,53,22,397,6,2,No,0,0,Poznan,76,Poland,Kaarfor,,Bialystok,,Poland,Transinet,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,29.43,12283
548,Wood Shavings,201,4,1124,16,33,No,0,0,Poznan,76,Poland,Treeet,,Lille,,France,Tradeaux,,Urgent,Silo,No,No,No,No,Nil,No,9.87,11698
29,Train Undercarriage,25,20,1104,15,55,No,0,0,Budapest,13,Hungary,Tradeaux,,Hanover,,Germany,Tradeaux,,Normal,Low bed,Yes,No,No,No,Nil,No,47.19,52695
405,Reservior Tank,34,11,481,6,59,No,0,0,Budapest,13,Hungary,Trameri,,Linz,,Austria,ITCC,,Urgent,Flatbeds,No,No,No,No,Nil,No,34.69,17287
633,Used Plastics,35,7,439,6,26,No,0,0,Budapest,13,Hungary,Kaarfor,,Ostrava,,Czech Republic,Transinet,,Normal,Container Chassis,No,No,No,No,Nil,No,18.47,8708
687,Used Plastics,35,9,317,4,39,No,0,0,Budapest,13,Hungary,Kaarfor,,Vienna,,Austria,Stokes,,Normal,Curtainsiders,No,No,No,No,Nil,No,19.73,6853
349,Empty Pallets,53,22,745,11,15,No,0,0,Budapest,13,Hungary,Kaarfor,,Poznan,,Poland,Stokes,,Normal,Container Chassis,No,No,No,No,Nil,No,25.55,19635
87,Industrial Cable Reel,69,34,1480,21,18,No,0,0,Budapest,13,Hungary,Tradeaux,,Brussels,,Belgium,Transinet,,Normal,Low bed,No,Yes,No,No,Nil,No,27.09,40694
134,Chimney Systems,96,18,975,14,7,No,0,0,Budapest,13,Hungary,Trameri,,Frankfurt,,Germany,Tradeaux,,Urgent,Curtainsiders,No,No,No,No,Nil,No,34.69,34424
407,Heavy Metals,102,20,478,6,51,No,0,0,Budapest,13,Hungary,NBFC,,Linz,,Austria,RTLOG,,Normal,Tank,No,No,No,Yes,Class 6- Toxic & Infectious substances,No,34.45,17066
226,Pesticides,105,10,1484,21,26,No,0,0,Budapest,13,Hungary,NBFC,,Brussels,,Belgium,Euro Acers,,Normal,Tank,No,No,No,Yes,Class 6- Toxic & Infectious substances,No,17.71,26888
307,Dynamite,157,17,478,6,51,No,0,0,Budapest,13,Hungary,NBFC,,Linz,,Austria,RTLOG,,Normal,Curtainsiders,No,No,Yes,Yes,Class 1- Explosives,No,43.28,21286
398,Protective Clothing,175,20,578,8,43,No,0,0,Budapest,13,Hungary,Tradeaux,,Lodz,,Poland,LKW,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.26,17513
572,Truck Rims,186,9,435,6,38,No,0,0,Budapest,13,Hungary,Tradeaux,,Katowice,,Poland,Posped,,Urgent,Container Chassis,No,No,No,No,Nil,No,24.29,11167
255,Fuel Tanker,27,9,733,11,13,No,0,0,Strasbourg,84,France,Trameri,,klagenfurt,,Austria,Trameri,,Normal,Tank,No,No,No,Yes,Class 3- Flammable Liquids,No,33.52,25167
517,Used Plastics,35,9,547,8,36,No,0,0,Strasbourg,84,France,Kaarfor,,Osnabruck,,Germany,Transinet,,Urgent,Curtainsiders,No,No,No,No,Nil,No,22.66,12997
478,Rock Bucket Volvo SPN PT SEG,40,3,456,6,52,No,0,0,Strasbourg,84,France,Stein Brunch,,Innsbruck,,Austria,Stein Brunch,,Normal,Low bed,Yes,No,No,No,Nil,No,30.78,14635
151,Empty Pallets,53,22,1200,19,34,No,0,0,Strasbourg,84,France,Kaarfor,,Lublin,,Poland,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,27.1,33124
311,Backhoe Loder,68,8,546,8,40,No,0,0,Strasbourg,84,France,Posped,,Hanover,,Germany,Sand Builders,,Normal,Low bed,Yes,No,No,No,Nil,No,37.4,21019
484,Sodium Hydroxide,78,7,740,11,19,No,0,0,Strasbourg,84,France,WGCC,,Garz,,Austria,RTLOG,,Normal,Tank,No,No,Yes,Yes,Class 4- Flammable Solids,No,18.41,14224
287,Copper Roof Gutters,87,8,767,10,59,Yes,60,300,Strasbourg,84,France,Posped,,Southampton,,England,Transinet,,Normal,Curtainsiders,No,No,No,No,Nil,No,28.68,22894
670,Chimney Systems,96,18,209,2,56,No,0,0,Strasbourg,84,France,Trameri,,Zurich,,Switzerland,Posped,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,33.21,7541
622,Heavy Metals,102,10,495,7,48,No,0,0,Strasbourg,84,France,WGCC,,Duisburg,,Germany,NBFC,,Normal,Tank,No,No,No,Yes,Class 6- Toxic & Infectious substances,No,17.22,9126
465,Pesticides,105,21,444,7,1,No,0,0,Strasbourg,84,France,WGCC,,Dortmund,,Germany,Treeet,,Normal,Tank,No,No,No,Yes,Class 6- Toxic & Infectious substances,No,32.38,14976
445,Garlic,171,12,537,7,31,No,0,0,Strasbourg,84,France,Posped,,Rotterdam,,Netherlands,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,27.81,15532
454,Fertilizer,185,20,434,5,58,No,0,0,Strasbourg,84,France,WGCC,,Brussels,,Belgium,Transinet,,Urgent,Curtainsiders,No,No,No,No,Nil,No,34,15354
651,Coal,204,21,517,7,40,No,0,0,Strasbourg,84,France,Stein Brunch,,Munich,,Germany,WGCC,,Urgent,Bulk Carriers,No,No,No,No,Nil,No,14.37,8030
599,Fuel Tanker,27,10,241,4,24,No,0,0,Lublin,55,Poland,Posped,,Bialystok,,Poland,Euro Acers,,Very Urgent,Tank,No,No,No,Yes,Class 3- Flammable Liquids,No,39.77,10185
209,Used Plastics,35,9,1244,18,59,No,0,0,Lublin,55,Poland,Kaarfor,,Liege,,Belgium,Stokes,,Normal,Curtainsiders,No,No,No,No,Nil,No,22.28,28322
84,Empty Pallets,53,21,1510,22,40,No,0,0,Lublin,55,Poland,Kaarfor,,Milan,,Italy,Cargotras,,Normal,Curtainsiders,No,No,No,No,Nil,No,27.04,41425
504,Driller - D-50,57,8,309,5,12,No,0,0,Lublin,55,Poland,LKW,,Kosice,,Poland,LKW,,Normal,Low bed,Yes,No,No,No,Nil,No,41.46,13412
657,Used Packaging,63,20,371,5,45,No,0,0,Lublin,55,Poland,Kaarfor,,Olsztyn,,Poland,Tradeaux,,Normal,Curtainsiders,No,No,No,No,Nil,No,22.94,7871
89,Transmissions,71,14,818,12,51,No,0,0,Lublin,55,Poland,LKW,,Linz,,Austria,RTLOG,,Very Urgent,Curtainsiders,No,No,Yes,No,Nil,No,49,40684
239,Medical Equipments,83,5,491,7,34,No,0,0,Lublin,55,Poland,LKW,,B.Bystrica,,Slovakia,Stokes,,Very Urgent,Refrigerated,Yes,No,Yes,No,Nil,No,51.71,25992
188,Salt & Spices,84,16,955,14,44,No,0,0,Lublin,55,Poland,Euro Goodies,,Bremen,,Germany,Euro Goodies,,Urgent,Curtainsiders,No,No,No,No,Nil,No,31.24,30431
159,Ice Cream,108,14,936,14,46,No,0,0,Lublin,55,Poland,Euro Goodies,,kiel,,Germany,Posped,,Urgent,Refrigerated,No,No,No,No,Nil,No,34.02,32446
271,Brake Fluids,143,5,855,13,17,No,0,0,Lublin,55,Poland,LKW,,Garz,,Austria,RTLOG,,Very Urgent,Container Chassis,No,No,No,No,Nil,No,27.47,24085
458,Sugar,187,21,440,7,45,No,0,0,Lublin,55,Poland,LKW,,Gdansk,,Poland,LKW,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,33.12,15174
34,Silica,30,19,1473,20,56,Yes,60,300,Cologne,19,Germany,Posped,,Aberdeen,,England,Stokes,,Urgent,Curtainsiders,No,No,No,No,Nil,No,34.42,51596
109,Pears,81,15,997,14,45,No,0,0,Cologne,19,Germany,Posped,,klagenfurt,,Austria,Sell Plan,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,36.5,36988
401,High-Tech Device,174,45,280,4,11,No,0,0,Cologne,19,Germany,Government,,Amsterdam,,Netherlands,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,59.77,17342
400,Boiler Part,176,45,280,4,11,No,0,0,Cologne,19,Germany,Government,,Amsterdam,,Netherlands,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,59.77,17342
739,Vinegar,216,9,43,1,1,No,0,0,Cologne,19,Germany,Posped,,Dusseldorf,,Germany,Euro Goodies,,Urgent,Container Chassis,No,No,No,No,Nil,No,22.88,1584
36,Iron Pipes,31,18,1572,22,51,Yes,60,300,Szczecin,87,Poland,ITCC,,Swansea,,England,Posped,,Urgent,Flatbeds,No,No,No,No,Nil,No,31.99,51193
49,Trucks- Scania,42,14,844,12,21,No,0,0,Szczecin,87,Poland,transinet,,Innsbruck,,Austria,RTLOG,,Normal,Low bed,Yes,No,Yes,No,Nil,No,55.06,47074
395,Excavator Volvo EW240E MH,45,26,451,7,15,No,0,0,Szczecin,87,Poland,ITCC,,Warsaw,,Poland,Stokes,,Normal,Low bed,Yes,Yes,No,No,Nil,No,37.65,17582
388,Rice,109,22,585,9,51,No,0,0,Szczecin,87,Poland,Euro Goodies,,Lublin,,Poland,LKW,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.31,17746
237,Juice Concentrate,133,23,1063,15,30,No,0,0,Szczecin,87,Poland,Euro Goodies,,Bern,,Switzerland,Euro Goodies,,Normal,Tank,No,No,No,No,Nil,No,23.94,26051
286,Metal Cans,150,4,721,11,1,No,0,0,Szczecin,87,Poland,transinet,,Amsterdam,,Netherlands,LKW,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,30.96,22922
37,Oil Fileters,32,12,1282,18,22,No,0,0,Lyon,57,France,Tradeaux,,Kiel,,Germany,Posped,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,39.35,51053
403,Used Plastics,35,7,798,11,39,No,0,0,Lyon,57,France,Kaarfor,,Venice,,Italy,LKW,,Normal,Container Chassis,No,No,No,No,Nil,No,20.96,17324
338,Excavator Volvo EW240E MH,45,26,441,5,54,No,0,0,Lyon,57,France,Batisse,,Zurich,,Switzerland,Posped,,Very Urgent,Low bed,Yes,Yes,No,No,Nil,No,43.61,19832
183,Truck Batteries,48,18,843,12,1,No,0,0,Lyon,57,France,Tradeaux,,Dortmund,,Germany,Transinet,,Urgent,Curtainsiders,No,No,No,No,Nil,No,35.77,30755
95,Driller - D-50,57,8,819,10,39,No,0,0,Lyon,57,France,Stein Brunch,,Calasis,,France,LKW,,Urgent,Low bed,Yes,No,No,No,Nil,No,47.76,39717
76,Nuts,62,18,1178,16,6,Yes,60,300,Lyon,57,France,Tradeaux,,Grimsby,,England,Euro Goodies,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,35.35,42539
261,Used Packaging,63,20,863,12,24,No,0,0,Lyon,57,France,Trameri,,Duisburg,,Germany,LKW,,Urgent,Curtainsiders,No,No,No,No,Nil,No,27.84,24627
601,Used Packaging,63,20,404,5,15,No,0,0,Lyon,57,France,Kaarfor,,Metz,,France,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,23.68,10167
421,Chimney Systems,96,18,533,6,50,No,0,0,Lyon,57,France,Trameri,,Paris,,France,Tradeaux,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.51,16329
342,Wheel Loader,127,15,507,6,36,No,0,0,Lyon,57,France,Stein Brunch,,Strasbourg,,France,Posped,,Normal,Low bed,Yes,No,No,No,Nil,No,37.78,19754
595,Scrap Metals,177,26,869,12,45,No,0,0,Lyon,57,France,Trameri,,Salzburg,,Austria,RTLOG,,Normal,Bulk Carriers,No,Yes,No,No,Nil,No,11.44,10473
413,Rooflights,178,5,532,6,53,No,0,0,Lyon,57,France,Tradeaux,,Paris,,France,Batisse,,Normal,Curtainsiders,No,No,No,No,Nil,No,30.6,16879
506,Stones,182,27,856,12,36,No,0,0,Lyon,57,France,Stein Brunch,,Salzburg,,Austria,RTLOG,,Normal,Bulk Carriers,No,Yes,No,No,Nil,No,14.87,13330
641,Coal,204,26,506,6,34,No,0,0,Lyon,57,France,Stein Brunch,,Strasbourg,,France,Trameri,,Normal,Bulk Carriers,No,Yes,No,No,Nil,No,15.5,8443
